cdf,prefill_e2e_time_normalized,replica
0.35000000000000003,6.754695739236052e-05,5
0.36,7.156255521837364e-05,5
0.37,7.557815304438679e-05,5
0.38,7.959375087039994e-05,5
0.39,8.360934869641307e-05,5
0.4,8.762494652242619e-05,5
0.41000000000000003,9.101705309956518e-05,5
0.42,9.440915967670419e-05,5
0.43,9.780126625384319e-05,5
0.44,0.00010119337283098217,5
0.45,0.00010458547940812118,5
0.46,0.00010797758598526019,5
0.47000000000000003,0.00011035691829265939,5
0.48,0.00011071070206057903,5
0.49,0.00011106448582849867,5
0.5,0.0001114182695964183,5
0.51,0.00011177205336433793,5
0.52,0.00011212583713225757,5
0.53,0.00011247962090017721,5
0.54,0.00011822638799412752,5
0.55,0.00012666964675109296,5
0.56,0.0001351129055080585,5
0.5700000000000001,0.00014355616426502406,5
0.58,0.0001519994230219895,5
0.59,0.00016044268177895505,5
0.6,0.0001688859405359206,5
0.61,0.00016929532849970465,5
0.62,0.0001697047164634887,5
0.63,0.00017011410442727278,5
0.64,0.00017052349239105684,5
0.65,0.0001709328803548409,5
0.66,0.00017134226831862494,5
0.67,0.00017173829431954015,5
0.68,0.00017210759639471767,5
0.6900000000000001,0.00017247689846989518,5
0.7000000000000001,0.00017284620054507273,5
0.71,0.00017321550262025022,5
0.72,0.00017358480469542776,5
0.73,0.00017395410677060528,5
0.74,0.00017829495951456463,5
0.75,0.0001846215875929149,5
0.76,0.00019094821567126522,5
0.77,0.00019727484374961553,5
0.78,0.00020360147182796584,5
0.79,0.00020992809990631614,5
0.8,0.00021625472798466637,5
0.81,0.00022910844132360182,5
0.8200000000000001,0.00024196215466253714,5
0.8300000000000001,0.0002548158680014726,5
0.84,0.00026766958134040805,5
0.85,0.0002805232946793435,5
0.86,0.00029337700801827896,5
0.87,0.0003087536850267744,5
0.88,0.0003291762893743894,5
0.89,0.0003495988937220046,5
0.9,0.00037002149806961984,5
0.91,0.0003904441024172351,5
0.92,0.00041086670676485033,5
0.93,0.0004312893111124656,5
0.9400000000000001,0.0005069622471647138,5
0.9500000000000001,0.0006102603490692794,5
0.96,0.0007135584509738438,5
0.97,0.0008168565528784094,5
0.98,0.000920154654782975,5
0.99,0.0010234527566875405,5
1.0,0.0011267508585921062,5
0.0,3.6567362525515864e-05,6
0.01,3.77665429632699e-05,6
0.02,3.896572340102394e-05,6
0.03,4.016490383877798e-05,6
0.04,4.136408427653203e-05,6
0.05,4.256326471428607e-05,6
0.06,4.3762445152040106e-05,6
0.07,4.469302270449196e-05,6
0.08,4.508639448633945e-05,6
0.09,4.547976626818694e-05,6
0.1,4.587313805003443e-05,6
0.11,4.6266509831881926e-05,6
0.12,4.6659881613729416e-05,6
0.13,4.7053253395576906e-05,6
0.14,4.7331338716718544e-05,6
0.15,4.7551780807507266e-05,6
0.16,4.777222289829598e-05,6
0.17,4.79926649890847e-05,6
0.18,4.821310707987342e-05,6
0.19,4.843354917066214e-05,6
0.2,4.8653991261450855e-05,6
0.21,5.023703774168907e-05,6
0.22,5.182008422192728e-05,6
0.23,5.34031307021655e-05,6
0.24,5.498617718240371e-05,6
0.25,5.656922366264192e-05,6
0.26,5.815227014288014e-05,6
0.27,5.9298903074011696e-05,6
0.28,5.957270890692995e-05,6
0.29,5.9846514739848194e-05,6
0.3,6.012032057276644e-05,6
0.31,6.039412640568469e-05,6
0.32,6.066793223860294e-05,6
0.33,6.094173807152119e-05,6
0.34,6.205213634034332e-05,6
0.35000000000000003,6.358083082711737e-05,6
0.36,6.510952531389142e-05,6
0.37,6.663821980066548e-05,6
0.38,6.816691428743955e-05,6
0.39,6.96956087742136e-05,6
0.4,7.122430326098766e-05,6
0.41000000000000003,7.202677782893695e-05,6
0.42,7.282925239688626e-05,6
0.43,7.363172696483555e-05,6
0.44,7.443420153278484e-05,6
0.45,7.523667610073415e-05,6
0.46,7.603915066868344e-05,6
0.47000000000000003,7.722739813007093e-05,6
0.48,7.918719137833478e-05,6
0.49,8.114698462659865e-05,6
0.5,8.310677787486252e-05,6
0.51,8.506657112312639e-05,6
0.52,8.702636437139025e-05,6
0.53,8.898615761965411e-05,6
0.54,8.974595815283767e-05,6
0.55,8.990576232848109e-05,6
0.56,9.006556650412452e-05,6
0.5700000000000001,9.022537067976794e-05,6
0.58,9.038517485541136e-05,6
0.59,9.054497903105479e-05,6
0.6,9.07047832066982e-05,6
0.61,9.093293253214569e-05,6
0.62,9.116108185759318e-05,6
0.63,9.138923118304066e-05,6
0.64,9.161738050848815e-05,6
0.65,9.184552983393564e-05,6
0.66,9.207367915938312e-05,6
0.67,9.23004902866853e-05,6
0.68,9.252462501769684e-05,6
0.6900000000000001,9.274875974870839e-05,6
0.7000000000000001,9.297289447971994e-05,6
0.71,9.319702921073149e-05,6
0.72,9.342116394174303e-05,6
0.73,9.364529867275458e-05,6
0.74,9.949120547266932e-05,6
0.75,0.0001081479983070357,6
0.76,0.0001168047911414021,6
0.77,0.00012546158397576848,6
0.78,0.00013411837681013487,6
0.79,0.00014277516964450126,6
0.8,0.00015143196247886754,6
0.81,0.00019290108015998245,6
0.8200000000000001,0.00023437019784109688,6
0.8300000000000001,0.00027583931552221176,6
0.84,0.0003173084332033267,6
0.85,0.0003587775508844416,6
0.86,0.0004002466685655565,6
0.87,0.0004450041648840405,6
0.88,0.000496338418477262,6
0.89,0.0005476726720704842,6
0.9,0.0005990069256637063,6
0.91,0.0006503411792569286,6
0.92,0.0007016754328501506,6
0.93,0.0007530096864433728,6
0.9400000000000001,0.0008126960294242328,6
0.9500000000000001,0.0008765584170989126,6
